a,b,country_a,country_b,same_country,n_coop_partners,score_coop_partners,n_adversaries,score_adversaries,coop_partners,adversaries
'Ndrina Iamonte,'Ndrina Lo Giudice,Italy,Italy,True,1,1,1,1,"[""'Ndrina Serraino""]","[""'Ndrina Barreca""]"
Barrio Azteca,Los Viagras,United States,Mexico,False,1,1,1,1,['Beltrán-Leyva Organization'],['Cártel de Jalisco Nueva Generación']
'Ndrina Carone,Piserà 'ndrina,,Italy,,1,1,1,1,"[""'Ndrina Mancuso""]","[""'Ndrina La Rosa""]"
Los Ciclones,Los Mexicles,Mexico,Mexico,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Juárez Cartel']
Sinaloa Cartel,Venice 13,Mexico,United States,False,1,1,1,1,['Mexican Mafia'],['18th Street Gang']
Iron Horsemen Motorcycle Club,Satudarah,United States,Netherlands,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Culver City Boys,Mara Salvatrucha,United States,United States,True,1,1,1,1,['Mexican Mafia'],['18th Street Gang']
'Ndrina Imerti,Latella 'ndrina,Italy,Italy,True,1,1,1,1,"[""'Ndrina Rosmini""]","[""'Ndrina Barreca""]"
Almighty Saints,Dominicans Don't Play,United States,United States,True,1,1,1,1,['Latin Kings'],['Latin Kings']
La Empresa,Mara Salvatrucha,Colombia,United States,False,1,1,1,1,['Tren de Aragua'],['Juárez Cartel']
Dominicans Don't Play,Spanish Gangster Disciples,United States,United States,True,1,1,1,1,['Latin Kings'],['Latin Kings']
Independent Soldiers,Para-Dice Riders,Canada,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Red Devils Motorcycle Club,Satudarah,Sweden,Netherlands,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Bandidos Motorcycle Club,Para-Dice Riders,United States,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Mongols MC,Temple Street gang,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Norteños']
Black Dragons,Sun Yee On,United States,Hong Kong,False,1,1,1,1,['Wah Ching'],['Wah Ching']
Gangster Two Six,Spanish Cobras,,United States,,1,1,1,1,['Spanish Gangster Disciples'],['Almighty Insane Popes Nation']
Organización Beltrán Leyva,Wolfpack Alliance,,Canada,,1,1,1,1,['Sinaloa Cartel'],['Sinaloa Cartel']
Clan Sarno,Vollaro clan,Italy,Italy,True,1,1,1,1,['Clan Marfella'],['Clan Mazzarella']
Satudarah,Sons of Silence,Netherlands,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Lucchese crime family New Jersey faction,Philadelphia Greek Mob,United States,United States,True,1,1,1,1,['Philadelphia crime family'],['Philadelphia crime family']
Juárez Cartel,Los Pelones,Mexico,Mexico,True,1,1,1,1,['Gulf Cartel'],['Gente Nueva']
Cannonball Motorcycle Club,Prisoners of War MC,Finland,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Aryan Brotherhood,East Side Longos,United States,,,1,1,1,1,['Mexican Mafia'],['Big Circle Gang']
Los Negros,Venice 13,Mexico,United States,False,1,1,1,1,['Mexican Mafia'],['18th Street Gang']
Clan Pariante,Ruocco clan,Italy,,,1,1,1,1,['Amato-Pagano clan'],['Clan Di Lauro']
Los Zetas,Wolfpack Alliance,Mexico,Canada,False,1,1,1,1,['Sinaloa Cartel'],['Sinaloa Cartel']
Crips,Gulf Cartel,United States,Mexico,False,1,1,1,1,['Sinaloa Cartel'],['18th Street Gang']
Os Manos,Tren de Aragua,Brazil,Venezuela,False,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Black Pistons Motorcycle Club,Outcasts MC,Germany,,,1,1,1,1,['Outlaws Motorcycle Club'],['Hells Angels Motorcycle Club']
Cártel de Caborca,Cártel de Tláhuac,Mexico,Mexico,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Hell's Henchmen MC,Merciless Souls Motorcycle Club,,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Longsight Street Soldiers,Young Gooch,,,,1,1,1,1,['Gooch Close Gang'],['Longsight Crew']
New Zealand Nomads,United Nations (gang),New Zealand,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
La Unión Tepito,Wolfpack Alliance,Mexico,Canada,False,1,1,1,1,['Sinaloa Cartel'],['Sinaloa Cartel']
Al-Shabaab,Harakat Hezbollah al-Nujaba,Somalia,,,1,1,1,1,['Houthis'],['Islamic State']
Clan Cappello,Nuova Camorra Organizzata,Italy,Italy,True,1,1,1,1,"[""'Ndrangheta""]",['Sicilian Mafia']
Los Metros,Tren de Aragua,Mexico,Venezuela,False,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Beltrán-Leyva Organization,Crips,Mexico,United States,False,1,1,1,1,['Sinaloa Cartel'],['Mara Salvatrucha']
Almighty Black P. Stone Nation,OutLaw Gangster Disciples,United States,United States,True,1,1,1,1,['Black Guerrilla Family'],['Black Disciples']
'Ndrina Pesce,Camorra,Italy,Italy,True,1,1,1,1,['Gulf Cartel'],"[""'Ndrina Bellocco""]"
Nuova camorra pugliese,Sicilian Mafia,Italy,Italy,True,1,1,1,1,"[""'Ndrangheta""]",['Nuova Camorra Organizzata']
Almighty Black P. Stone Nation,Dead Man Incorporated,United States,United States,True,1,1,1,1,['Black Guerrilla Family'],['Aryan Brotherhood']
Atlantic Guards,Empire Guards,United States,,,1,1,1,1,['Bowery Boys'],['Dead Rabbits']
Independent Cartel of Acapulco,La Línea,Mexico,Mexico,True,1,1,1,1,['Beltrán-Leyva Organization'],['Sinaloa Cartel']
Catania Mafia family,Clan Laudani,Italy,,,1,1,1,1,['Clan dei Cursoti'],['Clan Cappello']
Mexican Mafia,Tongan Crip Gang,United States,United States,True,1,1,1,1,['18th Street Gang'],['Mara Salvatrucha']
OVS,Venice 13,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Crips']
Logan Heights Gang,Temple Street gang,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Norteños']
El Forastero Motorcycle Club,Original Red Devils Motorcycle Club,United States,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
'Ndrina Iamonte,'Ndrina Rosmini,Italy,Italy,True,1,1,1,1,"[""'Ndrina Serraino""]","[""'Ndrina Barreca""]"
Chiapas–Guatemala Cartel,Gulf Cartel,Mexico,Mexico,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Outlaws Motorcycle Club,Warlocks Motorcycle Club (Pennsylvania),United States,United States,True,1,1,1,1,"[""Pagan's Motorcycle Club""]",['Warlocks Motorcycle Club (Florida)']
Nuova Camorra Organizzata,Rosa dei Venti,Italy,,,1,1,1,1,"[""'Ndrangheta""]",['Sacra Corona Unita']
Bonde do Maluco,Os Manos,Brazil,Brazil,True,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Clan Licciardi,Clan Sarno,Italy,Italy,True,1,1,1,1,['Amato-Pagano clan'],['Clan Mazzarella']
Mongols MC,Red Scorpions,United States,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Almighty Vice Lord Nation,Spanish Lords,United States,,,1,1,1,1,['Latin Counts'],['Maniac Latin Disciples']
Kyosei-kai,Yamaken-gumi,Japan,Japan,True,1,1,1,1,['Yamaguchi-gumi'],['Yamaguchi-gumi']
Los Negros,Toonerville Rifa 13,Mexico,United States,False,1,1,1,1,['Mexican Mafia'],['Mara Salvatrucha']
Desperados Motorcycle Club,El Forastero Motorcycle Club,,United States,,1,1,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Bonde dos 13,Família Terror do Amapá,Brazil,Brazil,True,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
'Ndrina Morabito,'Ndrina Tripodo,Italy,,,1,1,1,1,"[""'Ndrina Lo Presti""]","[""'Ndrina Piromalli""]"
MOB Squad,Zig Zag Crew,,,,1,1,1,1,['Manitoba Warriors'],['Indian Posse']
Culver City Boys,Sinaloa Cartel,United States,Mexico,False,1,1,1,1,['Mexican Mafia'],['18th Street Gang']
Los Zetas,Playboys (gang),Mexico,United States,False,1,1,1,1,['Mara Salvatrucha'],['18th Street Gang']
Okaida,Terceiro Comando Puro,,Brazil,,1,1,1,1,['Bonde dos 40'],['Comando Vermelho']
Chiapas–Guatemala Cartel,Tijuana Cartel,Mexico,Mexico,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Grupo Flechas,Los Negros,Mexico,Mexico,True,1,1,1,1,['Los Zetas'],['Cártel de Jalisco Nueva Generación']
East Side Longos,Nazi Lowriders,,United States,,1,1,1,1,['Mexican Mafia'],['Big Circle Gang']
Latin Kings,Tongan Crip Gang,United States,United States,True,1,1,1,1,['18th Street Gang'],['Mara Salvatrucha']
'Ndrina Imerti,Condello-Rosmini-Imerti,Italy,,,1,1,1,1,"[""'Ndrina Alvaro""]","[""'Ndrina De Stefano""]"
Alkhalil family,Mexican Mafia,Palestine,United States,False,1,1,1,1,['Sinaloa Cartel'],['Hells Angels Motorcycle Club']
Cartel de Buga,Cartel de Medellín,Colombia,Colombia,True,1,1,1,1,['Sinaloa Cartel'],['Cali Cartel']
Almighty Vice Lord Nation,Ñetas,United States,Puerto Rico,False,1,1,1,1,['Latin Kings'],['Crips']
Tijuana Cartel,Tongan Crip Gang,Mexico,United States,False,1,1,1,1,['18th Street Gang'],['Mara Salvatrucha']
Big Circle Gang,Sex Money Murder,China,United States,False,1,1,1,1,['Mara Salvatrucha'],['Crips']
Bonde dos 13,Bonde dos 40,Brazil,Brazil,True,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Gulf Cartel,Organización Beltrán Leyva,Mexico,,,1,1,1,1,['Sinaloa Cartel'],['Sinaloa Cartel']
Cannonball Motorcycle Club,Mongols MC,Finland,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
'Ndrina Dragone,'Ndrina Megna,Italy,Italy,True,1,1,1,1,"[""'Ndrina Arena""]","[""'Ndrina Grande Aracri""]"
Knights Templar Cartel,Los Ardillos,Mexico,Mexico,True,1,1,1,1,['Beltrán-Leyva Organization'],['Cártel de Jalisco Nueva Generación']
18th Street Gang,Almighty Gaylords Nation,United States,United States,True,1,1,1,1,['Latin Kings'],['Playboys']
Gangster Two Six,Imperial Gangsters,,,,1,1,1,1,['Spanish Gangster Disciples'],['Latin Counts']
Cannonball Motorcycle Club,Comanchero Motorcycle Club,Finland,Australia,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Los Muertos,Los Zetas,,Mexico,,1,1,1,1,['Juárez Cartel'],['Gente Nueva']
Cártel de Jalisco Nueva Generación,Puro Tango Blast,Mexico,United States,False,1,1,1,1,['Gulf Cartel'],['Barrio Azteca']
Vietnamese Boyz,Wah Ching,,United States,,1,1,1,1,['Black Dragons'],['Asian Boyz']
'Ndrina Piromalli,'Ndrina Rosmini,Italy,Italy,True,1,1,1,1,"[""'Ndrina Serraino""]","[""'Ndrina De Stefano""]"
'Ndrina Iamonte,'Ndrina Imerti,Italy,Italy,True,1,1,1,1,"[""'Ndrina Serraino""]","[""'Ndrina Barreca""]"
Logan Heights Gang,Toonerville Rifa 13,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Mara Salvatrucha']
Miri clan,Prisoners of War MC,Germany,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Clan Cappello,Mazzei clan,Italy,,,1,1,1,1,['Clan dei Cursoti'],['Catania Mafia family']
New Zealand Nomads,Rock Machine Motorcycle Club,New Zealand,Canada,False,1,1,1,1,['Bandidos Motorcycle Club'],['Hells Angels Motorcycle Club']
Chiapas–Guatemala Cartel,Guerreros Unidos,Mexico,Mexico,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Camorra clan Zaza,Clan Gionta,,Italy,,1,1,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
'Ndrina Piromalli,Clan Mazzarella,Italy,Italy,True,1,1,1,1,['Clan dei Casamonica'],"[""'Ndrina Giuliano""]"
Al-Qaeda,Amal Movement,Saudi Arabia,,,1,1,1,1,['Hezbollah'],['Islamic State']
Cartel de La Guajira,Sinaloa Cartel,Colombia,Mexico,False,1,1,1,1,['Autodefensas Unidas de Colombia'],['Tren de Aragua']
Kyosei-kai,Sumiyoshi-kai,Japan,Japan,True,1,1,1,1,['Yamaguchi-gumi'],['Yamaguchi-gumi']
Dirty Dozen Motorcycle Club,Miri clan,United States,Germany,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Mongols MC']
Bonde dos 13,Os Manos,Brazil,Brazil,True,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Knights Templar Cartel,South Pacific Cartel,Mexico,Mexico,True,1,1,1,1,['Beltrán-Leyva Organization'],['Guerreros Unidos']
Aryan Brotherhood,Logan Heights Gang,United States,United States,True,1,1,1,1,['Mexican Mafia'],['Norteños']
Almighty Vice Lord Nation,United Blood Nation,United States,United States,True,1,1,1,1,['Bloods'],['Crips']
Grey Wolves,Taliban,Turkey,Afghanistan,False,1,1,1,1,['Turkistan Islamic Party'],['Islamic State']
Clan Laudani,Stidda,,Italy,,1,1,1,1,['Clan dei Cursoti'],['Sicilian Mafia']
Outcasts MC,Satan's Slaves MC,,,,1,1,1,1,['Lone Legion Brotherhood'],['Hells Angels Motorcycle Club']
Mallardo clan,Nuova Camorra Organizzata,Italy,Italy,True,1,1,1,1,['Clan dei Casalesi'],['Clan Mazzarella']
Iron Horsemen Motorcycle Club,Miri clan,United States,Germany,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Almighty Gaylords Nation,Harrison Gents,United States,,,1,1,1,1,['Simon City Royals'],['Maniac Latin Disciples']
Ahbash,Amal Movement,,,,1,1,1,1,['Hezbollah'],['Hezbollah']
Almighty Saints,Ñetas,United States,Puerto Rico,False,1,1,1,1,['Latin Kings'],['Latin Kings']
Anastasio clan,Veneruso clan,,,,1,1,1,1,['Vollaro clan'],['Clan Sarno']
Commisso 'ndrina,White Boy Posse,Italy,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Independent Soldiers']
Bandidos Motorcycle Club,Tribesmen Motorcycle Club,United States,New Zealand,False,1,1,1,1,['New Zealand Nomads'],['Hells Angels Motorcycle Club']
Norteños,Venice 13,United States,United States,True,1,1,1,1,['18th Street Gang'],['18th Street Gang']
14K,Rizzuto crime family,China,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Luppino crime family']
Barrio Azteca,Cártel de los Rojos,United States,Mexico,False,1,1,1,1,['Los Zetas'],['Cártel de Jalisco Nueva Generación']
Mara Salvatrucha,Pirus,United States,United States,True,1,1,1,1,['Sex Money Murder'],['Crips']
Moro Islamic Liberation Front,Moro National Liberation Front,,,,1,1,1,1,['Abu Sayyaf'],['Jemaah Islamiyah']
Asian Boyz,Black Power (New Zealand gang),United States,New Zealand,False,1,1,1,1,['Crips'],['Bloods']
Clan Galasso di Poggiomarino,Clan Mazzarella,Italy,Italy,True,1,1,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
Mongols MC,Savage Skulls,United States,United States,True,1,1,1,1,['Ghetto Brothers'],['Dirty Dozen Motorcycle Club']
Black Dragons,Bloods,United States,United States,True,1,1,1,1,['Wah Ching'],['Tiny Rascal Gang']
Bonde dos 13,Terceiro Comando Puro,Brazil,Brazil,True,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Juárez Cartel,Tongan Crip Gang,Mexico,United States,False,1,1,1,1,['18th Street Gang'],['Mara Salvatrucha']
New Zealand Nomads,Para-Dice Riders,New Zealand,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Bandidos Motorcycle Club,Redd Alert,United States,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['White Boy Posse']
Marino clan,Notturno clan,,,,1,1,1,1,['Amato-Pagano clan'],['Amato-Pagano clan']
Golden Hawk Riders,Outlaws Motorcycle Club,,United States,,1,1,1,1,"[""Satan's Choice Motorcycle Club""]","[""Satan's Choice Motorcycle Club""]"
Los Mexicles,Puro Tango Blast,Mexico,United States,False,1,1,1,1,['Gulf Cartel'],['Barrio Azteca']
Clan Licciardi,Sibillo clan,Italy,,,1,1,1,1,"[""'Ndrina Giuliano""]",['Clan Mazzarella']
Cárteles Unidos,Guadalajara Cartel,Mexico,Mexico,True,1,1,1,1,['Sinaloa Cartel'],['Gulf Cartel']
Commisso 'ndrina,Condello-Rosmini-Imerti,Italy,,,1,1,1,1,"[""'Ndrina Alvaro""]","[""'Ndrina De Stefano""]"
Bloods,La Raza Nation,United States,United States,True,1,1,1,1,['Crips'],['Black Gangster Disciples Nation']
Pit Bull Crew,Young Gooch,,,,1,1,1,1,['Gooch Close Gang'],['Longsight Crew']
856 Gang,Indian Posse,Canada,Canada,True,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
East Harlem Purple Gang,Los Angeles crime family,United States,United States,True,1,1,1,1,['Genovese crime family'],['Bonanno crime family']
Los Choneros,Los Rojos,Ecuador,Mexico,False,1,1,1,1,['Sinaloa Cartel'],['Cártel de Jalisco Nueva Generación']
Los Ninis,Mara Salvatrucha,Mexico,United States,False,1,1,1,1,['Sinaloa Cartel'],['Beltrán-Leyva Organization']
Armenian Power,Gulf Cartel,United States,Mexico,False,1,1,1,1,['Mexican Mafia'],['18th Street Gang']
La Unión Tepito,Organización Beltrán Leyva,Mexico,,,1,1,1,1,['Sinaloa Cartel'],['Sinaloa Cartel']
'Ndrina Carone,Carones 'ndrina,,,,1,1,1,1,"[""'Ndrina Mancuso""]","[""'Ndrina La Rosa""]"
Bloods,Head Hunters Motorcycle Club,United States,New Zealand,False,1,1,1,1,['King Cobras'],['Black Power (New Zealand gang)']
Plug Uglies,Roach Guards,United States,United States,True,1,1,1,1,['Dead Rabbits'],['Bowery Boys']
Avenues,Vineland Boys,United States,United States,True,1,1,1,1,['Sinaloa Cartel'],['18th Street Gang']
Los Zetas,Mongols MC,Mexico,United States,False,1,1,1,1,['Tijuana Cartel'],['Mexican Mafia']
Manitoba Warriors,Mongols MC,Canada,United States,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Cártel de los Rojos,Independent Cartel of Acapulco,Mexico,Mexico,True,1,1,1,1,['Guerreros Unidos'],['La Familia Michoacana']
'Ndrina Fazzari,'Ndrina Piromalli,Italy,Italy,True,1,1,1,1,['Clan dei Casamonica'],"[""'Ndrina Facchineri""]"
Comanchero Motorcycle Club,Prisoners of War MC,Australia,,,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Al-Qaeda in the Arabian Peninsula,Harakat Hezbollah al-Nujaba,Yemen,,,1,1,1,1,['Houthis'],['Islamic State']
Independent Soldiers,Siderno Group,Canada,Italy,False,1,1,1,1,['Musitano crime family'],['Musitano crime family']
Cártel de Jalisco Nueva Generación,Norteños,Mexico,United States,False,1,1,1,1,['Nuestra Familia'],['Logan Heights Gang']
Hells Angels Motorcycle Club,Lucchese crime family New Jersey faction,United States,United States,True,1,1,1,1,['Genovese crime family'],['Philadelphia crime family']
Clan Sarno,Lo Russo clan,Italy,Italy,True,1,1,1,1,['Amato-Pagano clan'],['Secondigliano Alliance']
Bonde dos 13,Tren de Aragua,Brazil,Venezuela,False,1,1,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
'Ndrina Mammoliti,'Ndrina Rosmini,Italy,Italy,True,1,1,1,1,"[""'Ndrina De Stefano""]","[""'Ndrina De Stefano""]"
Iron Horsemen Motorcycle Club,Rockers Motor Club,United States,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Fukuhaku-kai,Kyosei-kai,Japan,Japan,True,1,1,1,1,['Yamaguchi-gumi'],['Yamaguchi-gumi']
18th Street Gang,Cártel de Tláhuac,United States,Mexico,False,1,1,1,1,['La Familia Michoacana'],['Sinaloa Cartel']
Haqqani network,Lashkar-e-Islam,,,,1,1,1,1,['Taliban'],['Tehreek-e-Taliban Pakistan']
18th Street Gang,Martinez Familia Sangeros,United States,Puerto Rico,False,1,1,1,1,['Latin Kings'],['Gulf Cartel']
New Zealand Nomads,Outlaws Motorcycle Club,New Zealand,United States,False,1,1,1,1,['Bandidos Motorcycle Club'],['Hells Angels Motorcycle Club']
Al-Nusra Front,Al-Qaeda in the Islamic Maghreb,Syria,Algeria,False,1,1,1,1,['Al-Qaeda in the Arabian Peninsula'],['Islamic State']
Outcasts MC,Satan's Choice Motorcycle Club,,Canada,,1,1,1,1,['Outlaws Motorcycle Club'],['Hells Angels Motorcycle Club']
Beltrán-Leyva Organization,Tongan Crip Gang,Mexico,United States,False,1,1,1,1,['18th Street Gang'],['Mara Salvatrucha']
Crips,Juárez Cartel,United States,Mexico,False,1,1,1,1,['Sinaloa Cartel'],['Mara Salvatrucha']
Hells Angels Motorcycle Club,Vineland Boys,United States,United States,True,1,1,1,1,['Sinaloa Cartel'],['Mexican Mafia']
Diablos Motorcycle Club,Independent Soldiers,United States,Canada,False,1,1,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Playboys (gang),Tren de Aragua,United States,Venezuela,False,1,1,1,1,['Mara Salvatrucha'],['18th Street Gang']
Ejército Revolucionario Popular Antisubversivo de Colombia,Los Caparrapos,Colombia,Colombia,True,1,1,1,1,['Oficina de Envigado'],['Clan del Golfo']
Cártel de Colima,Los Chapitos,Mexico,Mexico,True,1,1,1,1,['Cártel de Jalisco Nueva Generación'],['Tijuana Cartel']
